Date,Description,Category,Amount,Transaction Type
2026-02-24,Uber Ride,Transportation,455.0,Expense
2025-04-19,Starbucks Coffee,Food,446.26,Expense
2024-09-23,Uber Ride,Transportation,217.0,Expense
2025-08-01,Car Service,Transportation,3145.0,Expense
2026-02-28,Starbucks Coffee,Food,365.54,Expense
2025-05-16,Steam Game Purchase,Entertainment,707.0,Expense
2024-09-22,Car Service,Transportation,5230.0,Expense
2026-04-11,Electronics Store,Shopping,20196.0,Expense
2026-01-28,Fine Dining,Food,3098.96,Expense
2024-11-05,UberEats Delivery,Food,1167.7,Expense
2025-04-28,Pharmacy Medicines,Medical,223.0,Expense
2024-11-27,Zara Clothing,Shopping,4785.0,Expense
2024-12-20,Nike Shoes,Shopping,7594.6,Expense
2026-05-26,Car Service,Transportation,7918.0,Expense
2025-02-06,UberEats Delivery,Food,818.4,Expense
2024-12-22,Nike Shoes,Shopping,8645.0,Expense
2026-05-08,Local Grocery Store,Food,3311.93,Expense
2024-12-06,Local Grocery Store,Food,3054.03,Expense
2025-08-27,Zara Clothing,Shopping,3824.0,Expense
2026-01-25,Fine Dining,Food,2210.89,Expense
2026-05-22,Amazon Purchase,Shopping,4832.0,Expense
2026-05-22,Fine Dining,Food,2843.03,Expense
2026-02-10,Car Service,Transportation,3570.0,Expense
2025-12-31,Electronics Store,Shopping,19828.9,Expense
2025-03-30,Zara Clothing,Shopping,5908.0,Expense
2025-06-25,Starbucks Coffee,Food,177.17,Expense
2024-07-09,Mobile Phone Bill,Utilities,406.0,Expense
2025-06-18,Nike Shoes,Shopping,6553.0,Expense
2025-03-09,Car Service,Transportation,6676.0,Expense
2024-12-19,Amazon Purchase,Shopping,925.6,Expense
2024-07-01,Spotify Family Plan,Entertainment,179.0,Expense
2025-12-30,Gas Station,Transportation,3051.0,Expense
2025-11-07,UberEats Delivery,Food,769.95,Expense
2024-07-23,Local Grocery Store,Food,1654.45,Expense
2024-11-15,Electronics Store,Shopping,16857.0,Expense
2024-09-21,McDonald's Meal,Food,392.5,Expense
2025-05-24,Airbnb Booking,Travel,11761.0,Expense
2026-02-03,UberEats Delivery,Food,1154.3,Expense
2025-05-14,Starbucks Coffee,Food,411.14,Expense
2026-03-01,Salary Credit,Income,65000.0,Income
2026-06-01,Zara Clothing,Shopping,4334.0,Expense
2025-11-12,Gas Station,Transportation,1614.0,Expense
2026-05-01,Uber Ride,Transportation,375.0,Expense
2026-06-08,Metro Card Topup,Transportation,503.0,Expense
2025-01-21,Fine Dining,Food,2525.61,Expense
2024-12-14,Nike Shoes,Shopping,5531.5,Expense
2025-02-26,McDonald's Meal,Food,318.99,Expense
2024-12-18,Fine Dining,Food,2202.33,Expense
2025-07-15,Starbucks Coffee,Food,439.77,Expense
2025-07-09,McDonald's Meal,Food,313.3,Expense
2025-02-16,Zara Clothing,Shopping,1622.0,Expense
2025-09-01,Salary Credit,Income,60000.0,Income
2026-01-17,Steam Game Purchase,Entertainment,2628.0,Expense
2026-02-26,Gas Station,Transportation,2761.0,Expense
2025-04-25,Starbucks Coffee,Food,166.61,Expense
2024-11-08,Zara Clothing,Shopping,3438.0,Expense
2025-06-07,Electricity Bill,Utilities,2287.0,Expense
2025-07-17,McDonald's Meal,Food,382.79,Expense
2025-10-06,Spotify Premium,Entertainment,119.0,Expense
2025-05-23,Local Grocery Store,Food,3611.75,Expense
2024-08-07,Gas Station,Transportation,2865.0,Expense
2026-02-06,Local Grocery Store,Food,3423.35,Expense
2025-10-14,Fine Dining,Food,2446.46,Expense
2024-11-01,Salary Credit,Income,55000.0,Income
2025-11-03,Amazon Purchase,Shopping,5935.0,Expense
2025-07-02,McDonald's Meal,Food,282.78,Expense
2025-04-16,Gas Station,Transportation,2379.0,Expense
2025-06-01,Netflix Premium,Entertainment,649.0,Expense
2025-05-09,Uber Ride,Transportation,358.0,Expense
2024-08-18,Car Service,Transportation,3596.0,Expense
2026-05-05,Fiber Internet Bill,Utilities,955.0,Expense
2025-11-01,Zara Clothing,Shopping,4452.0,Expense
2025-09-08,Metro Card Topup,Transportation,361.0,Expense
2025-05-08,Spotify Premium,Entertainment,119.0,Expense
2026-05-07,Electricity Bill,Utilities,3113.0,Expense
2025-11-10,Fine Dining,Food,3873.96,Expense
2026-05-28,UberEats Delivery,Food,1243.6,Expense
2025-11-07,Electricity Bill,Utilities,3155.0,Expense
2024-11-27,Car Service,Transportation,4263.0,Expense
2025-12-14,Fine Dining,Food,2333.57,Expense
2025-01-10,Starbucks Coffee,Food,351.4,Expense
2024-07-07,Electricity Bill,Utilities,2028.0,Expense
2024-07-01,McDonald's Meal,Food,364.0,Expense
2024-12-13,UberEats Delivery,Food,802.31,Expense
2026-03-06,Electronics Store,Shopping,16518.0,Expense
2025-09-21,UberEats Delivery,Food,460.76,Expense
2025-07-12,Concert Ticket,Entertainment,2684.0,Expense
2024-11-01,Netflix Premium,Entertainment,649.0,Expense
2025-05-18,Fine Dining,Food,4302.21,Expense
2024-07-16,Fine Dining,Food,4703.45,Expense
2026-03-19,Car Service,Transportation,3516.0,Expense
2025-08-15,McDonald's Meal,Food,429.36,Expense
2025-05-14,Gas Station,Transportation,1748.0,Expense
2025-06-20,Car Service,Transportation,5200.0,Expense
2025-11-05,Fiber Internet Bill,Utilities,860.0,Expense
2026-05-01,Salary Credit,Income,65000.0,Income
2024-11-20,Uber Ride,Transportation,330.0,Expense
2024-07-14,Zara Clothing,Shopping,4916.0,Expense
2024-12-26,Spotify Premium,Entertainment,119.0,Expense
2025-05-03,Car Service,Transportation,4839.0,Expense
2024-07-30,Fine Dining,Food,1671.9,Expense
2024-08-31,Cinema Movie Ticket,Entertainment,698.0,Expense
2025-01-01,Netflix Premium,Entertainment,649.0,Expense
2024-08-01,Spotify Family Plan,Entertainment,179.0,Expense
2025-09-09,Nike Shoes,Shopping,6595.0,Expense
2024-11-07,Electricity Bill,Utilities,2363.0,Expense
2024-09-07,Concert Ticket,Entertainment,4276.0,Expense
2025-08-17,Fine Dining,Food,5110.91,Expense
2025-06-10,Starbucks Coffee,Food,304.07,Expense
2024-08-10,Gas Station,Transportation,2316.0,Expense
2025-12-03,Metro Card Topup,Transportation,211.0,Expense
2026-01-07,UberEats Delivery,Food,1168.63,Expense
2024-07-28,Starbucks Coffee,Food,175.97,Expense
2024-10-16,McDonald's Meal,Food,583.55,Expense
2025-04-07,Fine Dining,Food,2803.52,Expense
2026-04-03,Local Grocery Store,Food,2412.81,Expense
2025-12-12,Gas Station,Transportation,2156.0,Expense
2025-07-09,Dental Clinic Visit,Medical,1857.0,Expense
2025-04-15,McDonald's Meal,Food,616.44,Expense
2025-05-17,Uber Ride,Transportation,295.0,Expense
2025-03-08,Cinema Movie Ticket,Entertainment,302.0,Expense
2026-06-01,Netflix Premium,Entertainment,649.0,Expense
2026-03-28,Spotify Premium,Entertainment,119.0,Expense
2026-06-22,Uber Ride,Transportation,367.0,Expense
2024-08-03,Amazon Purchase,Shopping,6581.0,Expense
2024-08-22,Concert Ticket,Entertainment,2960.0,Expense
2025-05-29,McDonald's Meal,Food,573.63,Expense
2024-10-21,Steam Game Purchase,Entertainment,1737.0,Expense
2024-11-30,Nike Shoes,Shopping,5271.0,Expense
2025-01-08,Starbucks Coffee,Food,175.63,Expense
2025-04-05,Starbucks Coffee,Food,401.71,Expense
2025-10-23,Uber Ride,Transportation,469.0,Expense
2025-06-28,Nike Shoes,Shopping,5919.0,Expense
2024-10-14,Local Grocery Store,Food,1259.6,Expense
2024-09-09,Mobile Phone Bill,Utilities,406.0,Expense
2025-11-29,Amazon Purchase,Shopping,6777.0,Expense
2025-09-08,Local Grocery Store,Food,3912.33,Expense
2024-10-27,Fine Dining,Food,1547.64,Expense
2025-10-02,Car Service,Transportation,4131.0,Expense
2024-08-07,Electricity Bill,Utilities,2738.0,Expense
2025-04-21,Local Grocery Store,Food,3136.7,Expense
2026-01-13,Uber Ride,Transportation,125.0,Expense
2025-12-30,Zara Clothing,Shopping,6237.400000000001,Expense
2025-08-07,Fine Dining,Food,3859.48,Expense
2025-06-21,Starbucks Coffee,Food,285.4,Expense
2024-10-15,Local Grocery Store,Food,2188.65,Expense
2024-09-21,Zara Clothing,Shopping,3719.0,Expense
2025-10-04,Starbucks Coffee,Food,214.53,Expense
2024-08-15,UberEats Delivery,Food,1103.11,Expense
2026-02-23,Steam Game Purchase,Entertainment,2599.0,Expense
2024-08-31,Nike Shoes,Shopping,6141.0,Expense
2025-04-18,Metro Card Topup,Transportation,270.0,Expense
2025-06-14,Fine Dining,Food,2253.38,Expense
2025-03-17,Local Grocery Store,Food,1561.92,Expense
2024-10-04,UberEats Delivery,Food,452.67,Expense
2024-11-17,Metro Card Topup,Transportation,301.0,Expense
2024-12-10,UberEats Delivery,Food,451.55,Expense
2025-03-05,Fiber Internet Bill,Utilities,941.0,Expense
2025-09-05,Starbucks Coffee,Food,333.1,Expense
2024-12-26,Metro Card Topup,Transportation,563.0,Expense
2024-08-26,Fine Dining,Food,2430.65,Expense
2025-08-28,Amazon Purchase,Shopping,2226.0,Expense
2025-09-23,Local Grocery Store,Food,1694.1,Expense
2024-08-29,UberEats Delivery,Food,665.98,Expense
2025-02-22,Concert Ticket,Entertainment,2693.0,Expense
2026-04-24,McDonald's Meal,Food,564.61,Expense
2026-04-26,Amazon Purchase,Shopping,5952.0,Expense
2025-08-22,Metro Card Topup,Transportation,451.0,Expense
2026-05-03,Metro Card Topup,Transportation,357.0,Expense
2024-12-08,Local Grocery Store,Food,2311.58,Expense
2026-04-27,Local Grocery Store,Food,1928.88,Expense
2026-03-07,Electricity Bill,Utilities,2645.0,Expense
2025-01-28,Gas Station,Transportation,1513.0,Expense
2024-11-12,Uber Ride,Transportation,103.0,Expense
2026-03-08,Zara Clothing,Shopping,2108.0,Expense
2025-12-07,Electricity Bill,Utilities,2561.0,Expense
2024-12-09,Local Grocery Store,Food,3549.67,Expense
2024-09-06,Electronics Store,Shopping,12990.0,Expense
2026-04-14,Nike Shoes,Shopping,6637.0,Expense
2025-06-25,Car Service,Transportation,7866.0,Expense
2024-11-17,Zara Clothing,Shopping,1817.0,Expense
2026-05-07,McDonald's Meal,Food,299.48,Expense
2025-12-19,Zara Clothing,Shopping,7196.8,Expense
2024-08-10,McDonald's Meal,Food,366.99,Expense
2024-08-23,Gas Station,Transportation,2946.0,Expense
2025-08-01,Flight Booking,Travel,17972.0,Expense
2024-07-20,Fine Dining,Food,2411.38,Expense
2026-01-05,Fiber Internet Bill,Utilities,937.0,Expense
2025-03-09,Mobile Phone Bill,Utilities,414.0,Expense
2025-03-01,Salary Credit,Income,60000.0,Income
2025-08-29,Starbucks Coffee,Food,277.22,Expense
2026-01-21,Uber Ride,Transportation,189.0,Expense
2025-10-24,McDonald's Meal,Food,540.53,Expense
2025-11-10,Amazon Purchase,Shopping,2023.0,Expense
2024-08-12,UberEats Delivery,Food,998.54,Expense
2024-08-18,Starbucks Coffee,Food,174.71,Expense
2026-01-12,Zara Clothing,Shopping,1651.0,Expense
2024-08-17,McDonald's Meal,Food,592.67,Expense
2025-03-04,Car Service,Transportation,7428.0,Expense
2025-06-27,McDonald's Meal,Food,415.71,Expense
2026-05-04,Amazon Purchase,Shopping,1676.0,Expense
2025-12-17,Starbucks Coffee,Food,204.19,Expense
2025-02-24,Starbucks Coffee,Food,378.65,Expense
2025-06-07,Local Grocery Store,Food,2324.19,Expense
2025-09-03,McDonald's Meal,Food,437.44,Expense
2026-02-11,Gas Station,Transportation,3317.0,Expense
2025-02-03,Starbucks Coffee,Food,399.03,Expense
2026-04-08,Fine Dining,Food,2390.08,Expense
2025-09-19,McDonald's Meal,Food,518.43,Expense
2025-10-17,Amazon Purchase,Shopping,7446.0,Expense
2024-08-31,Starbucks Coffee,Food,443.49,Expense
2025-05-21,Metro Card Topup,Transportation,505.0,Expense
2025-11-09,Cinema Movie Ticket,Entertainment,393.0,Expense
2025-11-19,UberEats Delivery,Food,1269.57,Expense
2026-01-11,Fine Dining,Food,4683.54,Expense
2024-08-04,Cinema Movie Ticket,Entertainment,347.0,Expense
2024-12-01,Salary Credit,Income,55000.0,Income
2025-10-27,Fine Dining,Food,2433.73,Expense
2024-11-13,Gas Station,Transportation,2524.0,Expense
2024-11-04,Local Grocery Store,Food,1776.84,Expense
2024-09-27,Local Grocery Store,Food,2569.64,Expense
2026-05-27,UberEats Delivery,Food,677.69,Expense
2025-01-19,Concert Ticket,Entertainment,5912.0,Expense
2024-09-07,UberEats Delivery,Food,742.23,Expense
2026-04-30,Starbucks Coffee,Food,449.22,Expense
2024-11-17,Steam Game Purchase,Entertainment,2400.0,Expense
2026-06-14,Fine Dining,Food,3190.73,Expense
2024-07-03,Local Grocery Store,Food,1226.5,Expense
2025-03-01,Netflix Premium,Entertainment,649.0,Expense
2025-07-12,Concert Ticket,Entertainment,2684.0,Expense
2024-11-20,Starbucks Coffee,Food,420.93,Expense
2025-05-12,Metro Card Topup,Transportation,560.0,Expense
2025-01-29,Fine Dining,Food,1613.35,Expense
2025-09-30,Gas Station,Transportation,2372.0,Expense
2026-02-14,Uber Ride,Transportation,100.0,Expense
2025-04-28,Uber Ride,Transportation,258.0,Expense
2025-03-06,Metro Card Topup,Transportation,215.0,Expense
2025-07-21,Uber Ride,Transportation,231.0,Expense
2026-05-16,Gas Station,Transportation,3391.0,Expense
2024-09-26,UberEats Delivery,Food,1129.84,Expense
2025-03-29,Metro Card Topup,Transportation,514.0,Expense
2025-12-31,Electronics Store,Shopping,19828.9,Expense
2026-06-03,Local Grocery Store,Food,3906.46,Expense
2025-07-28,Fine Dining,Food,5016.98,Expense
2025-04-17,Metro Card Topup,Transportation,261.0,Expense
2024-10-12,Local Grocery Store,Food,4059.13,Expense
2026-06-15,Fine Dining,Food,2596.16,Expense
2025-07-07,Spotify Premium,Entertainment,119.0,Expense
2025-06-01,Miscellaneous Spent,,500.0,Expense
2025-11-22,Electronics Store,Shopping,11079.0,Expense
2026-01-13,Zara Clothing,Shopping,2521.0,Expense
2025-09-01,Spotify Family Plan,Entertainment,179.0,Expense
2025-05-19,Uber Auto,transportation,120.0,Expense
2024-07-01,Uber Ride,Transportation,446.0,Expense
2026-05-13,Nike Shoes,Shopping,4527.0,Expense
2025-06-21,Car Service,Transportation,5628.0,Expense
2026-01-31,Local Grocery Store,Food,3363.63,Expense
2025-01-06,Fine Dining,Food,3473.87,Expense
2025-11-06,Gas Station,Transportation,2204.0,Expense
2024-12-24,Starbucks Coffee,Food,189.62,Expense
2025-06-03,Coffee Shop,Food,350 INR,Expense
2026-01-24,Local Grocery Store,Food,1643.89,Expense
2026-01-09,Local Grocery Store,Food,2749.35,Expense
2024-11-21,Metro Card Topup,Transportation,565.0,Expense
2026-02-04,UberEats Delivery,Food,1098.52,Expense
2025-01-19,UberEats Delivery,Food,784.25,Expense
2026-05-03,Local Grocery Store,Food,1421.21,Expense
2025-09-14,Fine Dining,Food,4690.95,Expense
2024-09-24,Spotify Premium,Entertainment,119.0,Expense
2025-04-09,Zara Clothing,Shopping,3245.0,Expense
2026-01-18,Nike Shoes,Shopping,3792.0,Expense
2025-10-25,Concert Ticket,Entertainment,3951.0,Expense
2026-01-12,Fine Dining,Food,5418.12,Expense
2026-03-16,Amazon Purchase,Shopping,3492.0,Expense
2025-02-25,Concert Ticket,Entertainment,4194.0,Expense
2025-04-14,Starbucks Coffee,Food,211.79,Expense
2025-12-28,Electronics Store,Shopping,12210.9,Expense
2024-11-06,Starbucks Coffee,Food,337.65,Expense
2025-12-01,Gas Station,Transportation,2653.0,Expense
2024-11-09,McDonald's Meal,Food,553.51,Expense
2026-03-29,Uber Ride,Transportation,385.0,Expense
2026-04-05,McDonald's Meal,Food,301.14,Expense
2024-11-05,Fiber Internet Bill,Utilities,832.0,Expense
2024-08-14,Starbucks Coffee,Food,305.74,Expense
2024-09-28,UberEats Delivery,Food,1059.02,Expense
2025-02-08,McDonald's Meal,Food,262.45,Expense
2025-06-24,Amazon Purchase,Shopping,3452.0,Expense
2026-01-28,Amazon Purchase,Shopping,7234.0,Expense
2025-11-29,McDonald's Meal,Food,591.72,Expense
2026-03-01,Spotify Family Plan,Entertainment,179.0,Expense
2024-09-18,Gas Station,Transportation,2041.0,Expense
2026-01-03,Spotify Premium,Entertainment,119.0,Expense
2025-02-05,Car Service,Transportation,3259.0,Expense
2025-12-22,Fine Dining,Food,4750.69,Expense
2025-04-01,Salary Credit,Income,60000.0,Income
2026-04-26,Concert Ticket,Entertainment,2605.0,Expense
2025-03-30,Spotify Premium,Entertainment,119.0,Expense
2025-11-06,Amazon Purchase,Shopping,6134.0,Expense
2025-01-07,Electricity Bill,Utilities,2307.0,Expense
2025-01-27,Fine Dining,Food,4293.61,Expense
2024-07-01,Salary Credit,Income,55000.0,Income
2025-01-08,Metro Card Topup,Transportation,442.0,Expense
2026-06-02,Starbucks Coffee,Food,475.92,Expense
2025-03-14,Fine Dining,Food,2165.2,Expense
2026-03-29,Amazon Purchase,Shopping,4843.0,Expense
2024-08-02,Gas Station,Transportation,2397.0,Expense
2025-06-03,UberEats Delivery,Food,811.56,Expense
2026-04-10,Starbucks Coffee,Food,405.67,Expense
2025-11-24,Amazon Purchase,Shopping,858.0,Expense
2026-01-22,Starbucks Coffee,Food,244.65,Expense
2024-10-09,Starbucks Coffee,Food,205.13,Expense
2025-03-01,Spotify Family Plan,Entertainment,179.0,Expense
2024-09-10,Gas Station,Transportation,1747.0,Expense
2025-11-02,Nike Shoes,Shopping,5531.0,Expense
2025-04-13,Spotify Premium,Entertainment,119.0,Expense
2025-07-15,Concert Ticket,Entertainment,5159.0,Expense
2024-08-21,Fine Dining,Food,3360.85,Expense
2026-06-19,McDonald's Meal,Food,353.44,Expense
2024-10-13,Concert Ticket,Entertainment,4864.0,Expense
2025-10-26,Local Grocery Store,Food,2943.23,Expense
2025-08-31,Electronics Store,Shopping,19189.0,Expense
2025-02-09,Steam Game Purchase,Entertainment,564.0,Expense
2024-11-18,Fine Dining,Food,4251.89,Expense
2024-08-08,Metro Card Topup,Transportation,600.0,Expense
2025-09-07,Starbucks Coffee,Food,302.73,Expense
2024-09-15,Concert Ticket,Entertainment,2348.0,Expense
2024-12-06,Metro Card Topup,Transportation,323.0,Expense
2025-12-04,Fine Dining,Food,4252.2,Expense
2024-12-22,Spotify Premium,Entertainment,119.0,Expense
2026-06-28,Fine Dining,Food,3534.35,Expense
2026-01-06,Local Grocery Store,Food,2814.66,Expense
2025-03-28,UberEats Delivery,Food,992.15,Expense
2025-12-01,UberEats Delivery,Food,1264.66,Expense
2025-01-11,UberEats Delivery,Food,697.75,Expense
2025-03-25,Car Service,Transportation,6785.0,Expense
2026-05-25,UberEats Delivery,Food,584.91,Expense
2024-12-27,Gas Station,Transportation,1850.0,Expense
2025-02-14,Car Service,Transportation,4506.0,Expense
2024-10-03,Fine Dining,Food,3103.81,Expense
2024-07-17,Local Grocery Store,Food,2187.17,Expense
2025-04-02,Zara Clothing,Shopping,5604.0,Expense
2024-10-21,Fine Dining,Food,2908.43,Expense
2025-10-04,Electronics Store,Shopping,7888.0,Expense
2026-05-04,Car Service,Transportation,6393.0,Expense
2026-05-04,UberEats Delivery,Food,970.78,Expense
2024-10-06,Zara Clothing,Shopping,1812.0,Expense
2025-11-30,Nike Shoes,Shopping,5693.0,Expense
2025-06-12,UberEats Delivery,Food,1001.47,Expense
2024-10-10,Investment Yield,Income,2764.0,Income
2025-04-04,Starbucks Coffee,Food,396.34,Expense
2026-02-24,Local Grocery Store,Food,2704.11,Expense
2026-06-11,UberEats Delivery,Food,694.41,Expense
2025-03-24,UberEats Delivery,Food,765.68,Expense
2024-08-10,Amazon Purchase,Shopping,6835.0,Expense
2026-03-13,Amazon Purchase,Shopping,809.0,Expense
2025-05-10,Investment Yield,Income,2069.0,Income
2025-08-05,McDonald's Meal,Food,543.26,Expense
2025-06-16,Electronics Store,Shopping,23230.0,Expense
2025-09-29,Fine Dining,Food,3469.65,Expense
2024-11-12,Local Grocery Store,Food,1424.16,Expense
2025-07-29,Fine Dining,Food,2042.62,Expense
2024-11-09,Mobile Phone Bill,Utilities,559.0,Expense
2024-10-01,Electronics Store,Shopping,16137.0,Expense
2024-09-16,Fine Dining,Food,4003.35,Expense
2026-01-01,Spotify Family Plan,Entertainment,179.0,Expense
2025-12-13,Uber Ride,Transportation,219.0,Expense
2026-03-01,Netflix Premium,Entertainment,649.0,Expense
2024-10-16,Uber Ride,Transportation,258.0,Expense
2024-07-26,Starbucks Coffee,Food,235.2,Expense
2025-07-03,Fine Dining,Food,5207.14,Expense
2024-09-05,Fiber Internet Bill,Utilities,827.0,Expense
2024-07-22,UberEats Delivery,Food,823.54,Expense
2025-05-01,Car Service,Transportation,7643.0,Expense
2026-03-03,Local Grocery Store,Food,3418.79,Expense
2026-03-23,Local Grocery Store,Food,1804.86,Expense
2026-06-13,Electronics Store,Shopping,18995.0,Expense
2025-03-19,Fine Dining,Food,1738.49,Expense
2025-03-10,Local Grocery Store,Food,2920.8,Expense
2024-07-14,Metro Card Topup,Transportation,257.0,Expense
2026-06-21,Nike Shoes,Shopping,6551.0,Expense
2026-01-31,Zara Clothing,Shopping,3441.0,Expense
2024-08-08,McDonald's Meal,Food,464.6,Expense
2026-03-22,McDonald's Meal,Food,564.62,Expense
2025-01-13,Starbucks Coffee,Food,256.95,Expense
2025-03-31,McDonald's Meal,Food,563.96,Expense
2025-10-09,Mobile Phone Bill,Utilities,470.0,Expense
2026-04-14,Steam Game Purchase,Entertainment,1997.0,Expense
2025-01-25,Electronics Store,Shopping,9397.0,Expense
2025-07-30,Gas Station,Transportation,2535.0,Expense
2025-07-18,Uber Ride,Transportation,361.0,Expense
2026-04-24,Metro Card Topup,Transportation,594.0,Expense
2025-03-02,Amazon Purchase,Shopping,6106.0,Expense
2024-11-23,Zara Clothing,Shopping,3930.0,Expense
2024-08-11,Metro Card Topup,Transportation,219.0,Expense
2024-11-11,Fine Dining,Food,3400.46,Expense
2025-02-27,Car Service,Transportation,6760.0,Expense
2025-02-07,Electricity Bill,Utilities,2247.0,Expense
2026-01-03,Starbucks Coffee,Food,274.97,Expense
2024-10-11,Electronics Store,Shopping,13322.0,Expense
2024-07-10,McDonald's Meal,Food,586.08,Expense
2026-04-12,Local Grocery Store,Food,4270.13,Expense
2026-05-08,Nike Shoes,Shopping,5019.0,Expense
2024-12-28,Electronics Store,Shopping,7789.6,Expense
2025-11-12,Electronics Store,Shopping,7339.0,Expense
2025-10-20,Starbucks Coffee,Food,455.59,Expense
2025-05-13,Fine Dining,Food,1810.38,Expense
2024-08-04,McDonald's Meal,Food,578.01,Expense
2026-03-18,UberEats Delivery,Food,548.41,Expense
2024-11-27,Local Grocery Store,Food,3845.23,Expense
2026-02-21,Electronics Store,Shopping,7623.0,Expense
2025-10-13,Nike Shoes,Shopping,4016.0,Expense
2026-01-11,Amazon Purchase,Shopping,5425.0,Expense
2026-05-31,Steam Game Purchase,Entertainment,942.0,Expense
2024-11-29,Electronics Store,Shopping,21479.0,Expense
2026-01-30,Local Grocery Store,Food,1445.45,Expense
2025-07-04,McDonald's Meal,Food,630.31,Expense
2025-01-14,Spotify Premium,Entertainment,119.0,Expense
2026-05-14,McDonald's Meal,Food,375.11,Expense
2024-07-20,Spotify Premium,Entertainment,119.0,Expense
2025-07-31,McDonald's Meal,Food,453.01,Expense
2026-04-23,Fine Dining,Food,5620.05,Expense
2025-06-19,Nike Shoes,Shopping,4650.0,Expense
2026-02-06,Amazon Purchase,Shopping,3379.0,Expense
2026-05-09,Mobile Phone Bill,Utilities,449.0,Expense
2025-04-21,Concert Ticket,Entertainment,5190.0,Expense
2026-02-11,Starbucks Coffee,Food,219.76,Expense
2025-07-01,Spotify Family Plan,Entertainment,179.0,Expense
2025-08-05,Fiber Internet Bill,Utilities,917.0,Expense
2024-10-20,Nike Shoes,Shopping,5394.0,Expense
2025-11-08,Steam Game Purchase,Entertainment,1481.0,Expense
2025-03-04,McDonald's Meal,Food,565.19,Expense
2025-10-10,Freelance Project,Income,11243.0,Income
2025-02-01,Salary Credit,Income,60000.0,Income
2025-06-26,Car Service,Transportation,3406.0,Expense
2025-08-12,Local Grocery Store,Food,4284.67,Expense
2024-11-16,Local Grocery Store,Food,2663.44,Expense
2025-07-27,Local Grocery Store,Food,4001.59,Expense
2025-02-13,UberEats Delivery,Food,1014.2,Expense
2025-01-20,Metro Card Topup,Transportation,487.0,Expense
2025-02-09,McDonald's Meal,Food,393.23,Expense
2024-08-10,Steam Game Purchase,Entertainment,2696.0,Expense
2026-05-29,McDonald's Meal,Food,323.53,Expense
2026-02-02,Uber Ride,Transportation,318.0,Expense
2025-03-29,UberEats Delivery,Food,1089.47,Expense
2025-09-19,Uber Ride,Transportation,363.0,Expense
2024-10-22,Starbucks Coffee,Food,312.08,Expense
2026-05-24,Starbucks Coffee,Food,276.41,Expense
2025-05-25,Spotify Premium,Entertainment,119.0,Expense
2024-09-02,Local Grocery Store,Food,3706.37,Expense
2025-02-11,Metro Card Topup,Transportation,495.0,Expense
2025-05-15,Amazon Purchase,Shopping,2119.0,Expense
2025-11-09,Nike Shoes,Shopping,4691.0,Expense
2025-05-17,Spotify Premium,Entertainment,119.0,Expense
2026-06-10,Starbucks Coffee,Food,458.27,Expense
2024-08-20,Fine Dining,Food,3827.93,Expense
2025-10-05,Fiber Internet Bill,Utilities,893.0,Expense
2026-01-23,UberEats Delivery,Food,1296.1,Expense
2026-06-09,Steam Game Purchase,Entertainment,2908.0,Expense
2025-08-06,Car Service,Transportation,3380.0,Expense
2025-03-27,Fine Dining,Food,2021.9,Expense
2026-02-07,Fine Dining,Food,2264.35,Expense
2026-06-13,Metro Card Topup,Transportation,339.0,Expense
2026-02-09,Fine Dining,Food,4867.73,Expense
2026-02-08,Electronics Store,Shopping,17576.0,Expense
2024-07-04,Metro Card Topup,Transportation,376.0,Expense
2025-02-09,Mobile Phone Bill,Utilities,595.0,Expense
2024-12-09,Mobile Phone Bill,Utilities,421.0,Expense
2025-04-27,Amazon Purchase,Shopping,3040.0,Expense
2024-07-26,Car Service,Transportation,5172.0,Expense
2025-09-28,Steam Game Purchase,Entertainment,1452.0,Expense
2024-10-05,Starbucks Coffee,Food,218.22,Expense
2025-02-11,Fine Dining,Food,2808.09,Expense
2025-05-04,Electronics Store,Shopping,14250.0,Expense
2025-09-24,Metro Card Topup,Transportation,285.0,Expense
2024-11-24,Electronics Store,Shopping,15763.0,Expense
2026-01-16,Gas Station,Transportation,2753.0,Expense
2025-02-17,Fine Dining,Food,2501.35,Expense
2025-07-01,Zara Clothing,Shopping,1665.0,Expense
2026-04-07,Steam Game Purchase,Entertainment,1510.0,Expense
2026-03-27,Electronics Store,Shopping,7645.0,Expense
2025-04-20,Zara Clothing,Shopping,1910.0,Expense
2026-05-29,Gas Station,Transportation,2193.0,Expense
2025-06-26,Local Grocery Store,Food,1686.14,Expense
2025-07-01,Metro Card Topup,Transportation,296.0,Expense
2025-11-02,Steam Game Purchase,Entertainment,1767.0,Expense
2026-04-17,Local Grocery Store,Food,3701.03,Expense
2025-10-01,Netflix Premium,Entertainment,649.0,Expense
2026-06-28,Zara Clothing,Shopping,4824.0,Expense
2024-10-01,Spotify Family Plan,Entertainment,179.0,Expense
2025-10-30,Local Grocery Store,Food,2746.36,Expense
2026-02-09,Uber Ride,Transportation,478.0,Expense
2024-11-21,Starbucks Coffee,Food,391.17,Expense
2026-02-01,Salary Credit,Income,65000.0,Income
2024-12-26,Nike Shoes,Shopping,8403.2,Expense
2026-06-01,Salary Credit,Income,65000.0,Income
2024-07-08,Fine Dining,Food,4492.45,Expense
2025-04-02,Gas Station,Transportation,2098.0,Expense
2024-12-22,Metro Card Topup,Transportation,563.0,Expense
